鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
桃園區,房地(土地+建物)+車位,桃園市桃園區樹仁三街８７巷１９號十二樓,14.42,都市：其他:住宅區,,,1100810,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010715,124.09,2,2,1,有,有,7900000,63663,坡道平面,0.0,0,,RPPNMLOKRHGGFAH18EA,58.37,6.78,0.0,有,302
桃園區,房地(土地+建物),桃園市桃園區中山路１２１６巷１０２號六樓,24.37,都市：其他:第二種住宅區,,,1100804,土地4建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960822,161.22,3,2,2,有,有,7200000,44659,,0.0,0,,RPWOMLOKRHGGFAH98EA,84.49,8.82,0.0,有,
桃園區,車位,桃園市桃園區中埔六街．同德六街１５８巷１５４號等戶,0.0,,,,1100903,土地0建物1車位1,,,其他,,,,35.91,0,0,0,有,有,1250000,,坡道平面,0.0,1250000,僅車位交易；,RPVPMLOKRHGGFAH98EA,0.0,0.0,0.0,有,041
龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路二段１１９８號十五樓,22.97,都市：其他:商業區,,,1100812,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061018,209.27,3,2,2,有,有,17980000,97363,坡道平面,42.06,1700000,含裝潢費；,RPSPMLNKRHGGFHH56DA,101.53,16.09,0.0,有,
龜山區,房地(土地+建物),桃園市龜山區文三三街２０巷３６弄３８號二樓,55.75,都市：其他:第二種住宅區,,,1100722,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850425,99.19,3,2,2,有,無,8000000,80653,,0.0,0,,RPTNMLOKRHGGFHH56DA,79.53,10.8,0.0,無,
中壢區,土地,忠孝段179-1地號,566.5,都市：其他:道路用地,,,1100909,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27271838,48141,,0.0,0,包含公共設施保留地用地；,RPPNMLOKRHGGFBH28EA,0.0,0.0,0.0,無,304
中壢區,房地(土地+建物)+車位,桃園市中壢區南園二路２９６巷３８號三樓,25.71,都市：其他:住宅區,,,1100825,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1030628,170.73000000000002,3,2,2,有,有,9150000,53593,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLPKRHGGFBH88EA,85.28,10.11,0.0,有,305
中壢區,房地(土地+建物),桃園市中壢區新生路三段３８５號,110.8,都市：其他:農業區,,,1100813,土地2建物1車位0,全,四層,透天厝,店舖、住宅、住宅（附屬停車空間、樓梯間）,鋼筋混凝土造,1010531,297.84000000000003,3,4,5,有,有,21980000,73798,,0.0,0,,RPWOMLPKRHGGFBH56EA,281.32,16.16,0.0,有,306
中壢區,房地(土地+建物)+車位,桃園市中壢區南園二路２８９號四樓,28.48,都市：其他:住宅區,,,1100730,土地4建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1010827,179.95,3,2,2,有,有,11000000,65931,坡道平面,31.31,1200000,其他增建；含租約；,RPWQMLOKRHGGFBH66EA,92.12,11.89,0.0,有,307
中壢區,房地(土地+建物)+車位,桃園市中壢區領航南路一段８７號十五樓之２,21.73,都市：其他:住宅區,,,1100825,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050325,161.43,3,2,2,有,有,16100000,104003,坡道平面,21.05,1500000,陽台外推；,RPXQMLOKRHGGFBH76EA,78.28,17.16,0.0,有,308
