鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區鼓山三路２４４號三樓,31.0,都市：其他:第四種住宅區,,,1100816,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760911,120.49,3,2,2,有,無,4550000,37762,,0.0,0,,RPSNMLTKQHGGFAE48DA,98.75,13.57,0.0,無,
鼓山區,房地(土地+建物),高雄市鼓山區裕民街１７２巷３１弄７號,59.0,都市：其他:第三種住宅區。,,,1100802,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0580301,93.24,4,2,3,有,無,5000000,53625,,0.0,0,頂樓加蓋；其他增建；,RPTNMLTKQHGGFAE58DA,93.24,0.0,0.0,無,001
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路５３號七樓,24.83,都市：其他:特定第五種住宅區,,,1100725,土地1建物1車位1,七層,024,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020619,242.26999999999998,4,2,2,有,有,19980000,82470,坡道平面,28.39,0,,RPWOMLPLQHGGFAE68DA,120.58,22.39,0.0,有,002
鼓山區,房地(土地+建物),高雄市鼓山區明德路４１號,162.0,都市：其他:第三種住宅區。,,,1100731,土地1建物1車位0,全,002,透天厝,,加強磚造,0570320,270.78,10,6,6,有,無,26000000,96019,,0.0,0,頂樓加蓋；,RPTOMLLJRHGGFAE87DA,270.78,0.0,0.0,無,
前金區,房地(土地+建物),高雄市前金區民生二路１４９號,57.0,都市：其他:第三種特定商業專用區,,,1100625,土地1建物1車位0,全,003,透天厝,,加強磚造,0590218,130.86,3,2,2,有,無,16380000,125172,,0.0,0,,RPUOMLLJRHGGFAE97DA,130.86,0.0,0.0,無,
前金區,房地(土地+建物)+車位,高雄市前金區光復三街３９號六樓之５,9.61,都市：其他:第四種商業區,,,1090224,土地1建物1車位1,六層,015,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1091106,124.59,2,2,1,有,有,9050000,71274,坡道平面,22.87,1800000,,RPOPMLMJRHGGFAE57DA,56.42,9.06,0.0,有,
鼓山區,房地(土地+建物),高雄市鼓山區厚德路１７８號,30.77,都市：其他:第五種住宅區,,,1100730,土地1建物1車位0,一層，夾層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910506,121.7,4,2,2,有,有,8800000,72309,,0.0,0,其他增建；,RPQNMLTJRHGGFAE28DA,88.87,5.89,0.0,無,
鹽埕區,房地(土地+建物),高雄市鹽埕區大公路９號,85.0,都市：其他:第五種商業區,,,1100607,土地1建物1車位0,全,002,透天厝,住商用,加強磚造,0340920,161.24,3,1,1,有,無,6800000,42173,,0.0,0,房屋老舊.須整修.增值稅.代書費由買方支付親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSJRHGGFAE68DA,161.24,0.0,0.0,無,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街１３３號十樓,15.8,都市：其他:第五種住宅區,,,1100723,土地1建物1車位1,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940909,132.82,3,2,2,有,有,9300000,70020,坡道機械,14.54,0,,RPWNMLSJRHGGFAE78DA,72.08,11.17,0.0,有,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街８５號九樓,16.27,都市：其他:特定第五種住宅區,,,1100802,土地1建物1車位1,九層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930805,111.78,2,2,1,有,有,7450000,66649,坡道平面,22.96,0,,RPOOMLSJRHGGFAE08DA,51.84,10.72,0.0,有,003
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路７８號七樓之１,9.22,都市：其他:第四種商業區,,,1100810,土地1建物1車位1,七層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941213,95.84,2,2,1,有,有,7300000,76169,坡道機械,6.01,0,,RPXPMLTJRHGGFAE56DA,56.93,6.13,0.0,有,004
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路２１６之１號十一樓之２,9.78,都市：其他:第四種商業區,,,1100702,土地1建物1車位1,十一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901008,121.50999999999999,3,2,2,有,有,7800000,64192,坡道機械,14.05,0,,RPOQMLRJRHGGFAE18DA,69.06,11.07,0.0,有,005
苓雅區,房地(土地+建物),高雄市苓雅區永裕街２５之３號,14.2,都市：其他:第五種住宅區,,,1100808,土地1建物1車位0,一層，騎樓,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,0701212,52.95,4,2,2,有,無,8000000,151086,,0.0,0,壹樓空地、夾層及地下室增建,RPWNMLMKQHGGFBE28DA,41.02,11.93,0.0,無,
苓雅區,房地(土地+建物),高雄市苓雅區中正二路１３９號五樓之１,14.24,都市：其他:第三種住宅區。,,,1100630,土地2建物1車位0,五層,012,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0690313,137.68,3,1,3,有,有,6500000,47211,,0.0,0,,RPQOMLQKQHGGFBE18DA,113.78,0.0,0.0,有,006
苓雅區,房地(土地+建物),高雄市苓雅區仁愛三街２５１巷１２號,49.0,都市：其他:第四種住宅區,,,1100819,土地1建物1車位0,全,002,透天厝,,加強磚造,0570123,76.33,1,1,1,有,無,4000000,52404,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLNLQHGGFBE28DA,76.33,0.0,0.0,無,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路５３號十八樓,25.72,都市：其他:第四種住宅區,,,1100805,土地1建物1車位2,十八層,022,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080903,239.45999999999998,3,2,2,有,有,20000000,82866,坡道平面,39.74,3450000,,RPPNMLQLQHGGFBE08DA,103.05,23.94,0.0,有,
苓雅區,房地(土地+建物),高雄市苓雅區英義街３８４之１號,29.0,都市：其他:第四種住宅區,,,1100830,土地1建物1車位0,二層,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,0681224,90.25,3,2,2,有,無,3400000,37673,,0.0,0,,RPROMLRJRHGGFBE38DA,90.25,0.0,0.0,無,007
苓雅區,房地(土地+建物)+車位,高雄市苓雅區仁義街２１號十樓之１,10.19,都市：其他:第四種商業區,,,1100722,土地1建物1車位1,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930303,104.13,2,1,1,有,有,7580000,67598,坡道機械,5.31,900000,陽台外推；,RPPPMLRJRHGGFBE28DA,56.72,11.5,0.0,有,
苓雅區,房地(土地+建物),高雄市苓雅區尚文街１１巷１之１號,35.0,都市：其他:第三種住宅區。,,,1100627,土地2建物1車位0,二層,004,公寓(5樓含以下無電梯),,鋼筋混凝土造,0641215,87.48,3,2,1,有,無,3800000,43439,,0.0,0,,RPRPMLRJRHGGFBE48DA,87.48,0.0,0.0,無,
苓雅區,房地(土地+建物),高雄市苓雅區武智街１１巷６號,46.1,都市：其他:第三種住宅區。,,,1100826,土地1建物1車位0,一層，二層，夾層,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,0770204,151.10999999999999,3,2,2,有,無,4500000,29780,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJRHGGFBE38DA,123.17,10.25,0.0,無,
小港區,房地(土地+建物)+車位,高雄市小港區大業北路３６０號五樓之１,13.86,都市：其他:第五種住宅區,,,1100816,土地1建物1車位1,五層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840422,119.55,3,2,2,有,有,4500000,37641,升降機械,0.0,0,,RPXOMLQKQHGGFCE98DA,80.29,8.37,0.0,有,008
小港區,土地,坪頂段72-4地號,1563.55,都市：其他:第二種住宅區,,,1100728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,66215800,42350,,0.0,0,,RPTNMLRKQHGGFCE58DA,0.0,0.0,0.0,無,
前鎮區,房地(土地+建物)+車位,高雄市前鎮區英明路５巷２５號十五樓,32.98,都市：其他:第四種住宅區,,,1100221,土地1建物1車位2,十五層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020918,262.44,3,2,2,有,有,18500000,70492,坡道平面,56.3,0,,RPQOMLSKQHGGFCE48DA,116.07,16.09,0.0,有,
前鎮區,車位,高雄市前鎮區新光路２７號十八樓等２３９戶之地下層共有部分,0.0,,,,1100804,土地0建物1車位1,,,其他,,,,40.15,0,0,0,有,有,2200000,,坡道平面,40.15,2200000,僅車位交易；,RPQNMLPLQHGGFCE18DA,0.0,0.0,0.0,有,009
小港區,房地(土地+建物),高雄市小港區永順街９３巷３之４號,27.21,都市：其他:第四種商業區,,,1100725,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,0751226,123.28,3,2,2,有,無,2800000,22713,,0.0,0,頂樓加蓋；,RPPNMLSLQHGGFCE38DA,100.88,3.84,0.0,無,
前鎮區,房地(土地+建物)+車位,高雄市前鎮區民權二路２３０號八樓,10.04,都市：其他:第三種特定商業專用區,,,1100811,土地2建物1車位2,八層,027,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860527,210.82,3,2,2,有,有,9200000,43639,坡道機械,31.26,0,,RPWNMLMJRHGGFCE38DA,119.32,18.04,0.0,有,
前鎮區,房地(土地+建物),高雄市前鎮區武慶一路１６２號五樓,10.11,都市：其他:第三種特定商業專用區,,,1100822,土地2建物1車位0,五層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980722,85.17,2,2,1,有,有,5300000,62228,,0.0,0,,RPPOMLNJRHGGFCE87DA,52.17,5.77,0.0,有,
前鎮區,房地(土地+建物),高雄市前鎮區二聖三巷１２０號３樓,18.48,都市：其他:第三種住宅區。,,,1100823,土地1建物1車位0,三層,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,0741029,95.99,5,0,5,有,無,4350000,45317,,0.0,0,含傢俱設備費；陽台外推；,RPXNMLSJRHGGFCE09DA,65.18,15.71,0.0,無,010
小港區,房地(土地+建物),高雄市小港區高坪二十二路１１６號,105.22,都市：其他:第二種住宅區,,,1100824,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0950814,198.87,4,2,3,有,無,8000000,40227,,0.0,0,廚房其他增建；,RPOOMLSJRHGGFCE28DA,176.09,22.78,0.0,無,
三民區,建物,高雄市三民區清華街２７號九樓之３,0.0,,,,1100719,土地0建物1車位0,九層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841219,169.1,3,2,2,有,有,5000000,29568,,0.0,0,地上權房屋；,RPROMLLKQHGGFDE97DA,108.48,10.98,0.0,有,011
三民區,房地(土地+建物),高雄市三民區立忠路１５號,70.95,都市：其他:第四種住宅區,,,1100717,土地1建物1車位0,全,005,透天厝,住商用,鋼筋混凝土造,0830706,275.54,4,2,5,有,無,17500000,63512,,0.0,0,,RPTOMLTKPHGGFDE88DA,218.16,57.38,0.0,無,
三民區,房地(土地+建物)+車位,高雄市三民區天祥二路２８號十一樓之２,10.44,都市：其他:第五種住宅區,,,1100723,土地1建物1車位1,十一層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030831,113.73,2,2,1,有,有,7160000,62956,坡道平面,23.23,0,,RPXNMLRKQHGGFDE09DA,50.55,8.08,0.0,有,012
三民區,房地(土地+建物),高雄市三民區光富路８７號五樓,23.84,都市：其他:第三種住宅區。,,,1100814,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700417,78.31,3,2,2,有,無,2400000,30647,,0.0,0,陽台未登記,RPRTMLSKQHGGFDE56DA,78.31,0.0,0.0,無,
三民區,房地(土地+建物)+車位,高雄市三民區明仁路１６之８號十二樓之２,24.32,都市：其他:道路用地,,,1100626,土地3建物1車位1,十二層,016,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831103,206.07,3,2,2,有,有,11500000,55806,坡道平面,0.0,0,,RPUNMLMJRHGGFDE28DA,110.81,19.6,0.0,有,
三民區,房地(土地+建物)+車位,高雄市三民區民族一路５４３巷８號八樓之２,17.81,都市：其他:第五種住宅區,,,1100724,土地1建物1車位1,八層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031217,155.16,3,2,2,有,有,11500000,78607,坡道平面,25.4,1300000,含土地增值稅或其他稅費；含地政士服務費；其他；,RPSPMLRJRHGGFDE78DA,75.96,8.38,0.0,有,013
三民區,房地(土地+建物),高雄市三民區義昌路５８號七樓之１７,3.68,都市：其他:第三種商業區,,,1100820,土地1建物1車位0,七層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880728,38.25,1,0,1,有,有,1850000,48366,,0.0,0,含傢俱設備費；,RPQNMLSJRHGGFDE48DA,25.76,1.32,0.0,有,
三民區,房地(土地+建物),高雄市三民區同盟三路２４６巷１６號,84.85,都市：其他:第四種住宅區,,,1100714,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0961022,195.08,4,2,4,有,無,17000000,87144,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSJRHGGFDE98DA,171.67,23.41,0.0,無,014
三民區,房地(土地+建物)+車位,高雄市三民區明賢街６５之１號十八樓,20.61,都市：其他:第四種住宅區,,,1100817,土地1建物1車位2,十八層,026,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870501,247.65,4,2,2,有,有,15000000,60569,坡道平面,47.74,0,,RPXNMLSJRHGGFDE56DA,131.07,15.77,0.0,有,
三民區,房地(土地+建物)+車位,高雄市三民區南臺路１９５巷１３號二十二樓之７,3.54,都市：其他:第四種商業區,,,1100801,土地1建物1車位1,二十二層,025,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0870929,54.86,1,1,1,有,有,3400000,61976,坡道平面,16.2,0,夾層；,RPWOMLSJRHGGFDE56DA,24.63,2.23,0.0,有,015
三民區,房地(土地+建物)+車位,高雄市三民區鼎新路７６號四樓,22.54,都市：其他:第四種住宅區,,,1100812,土地1建物1車位1,四層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930804,166.09,4,2,2,有,有,8680000,52261,坡道平面,23.71,0,含傢俱,RPXOMLSJRHGGFDE66DA,89.59,10.22,0.0,有,
三民區,房地(土地+建物),高雄市三民區正興路６５號,74.0,都市：其他:第四種商業區,,,1100622,土地1建物1車位0,全,004,透天厝,,鋼筋混凝土造,0661208,244.24,3,4,4,有,無,17000000,69604,,0.0,0,1樓增建到滿。頂樓加蓋；其他增建；,RPQPMLSJRHGGFDE68DA,244.24,0.0,0.0,無,
三民區,房地(土地+建物),高雄市三民區察哈爾二街７巷１９弄３號三樓,13.49,都市：其他:第五種商業區,,,1100730,土地1建物1車位0,三層,012,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0770609,151.58,3,2,2,有,有,7350000,48489,,0.0,0,其他增建；,RPSOMLTJRHGGFDE88DA,117.15,10.24,0.0,有,016
楠梓區,房地(土地+建物),高雄市楠梓區惠昌街２３號,67.93,都市：其他:第三種住宅區。,,,1100718,土地1建物1車位0,全,004,透天厝,住商用,鋼筋混凝土造,0870418,174.99,6,2,4,有,無,12800000,73147,,0.0,0,壹樓空地其他增建；,RPTOMLLLPHGGFEE28DA,144.99,30.0,0.0,無,
楠梓區,房地(土地+建物),高雄市楠梓區大學二十六街４２９號十一樓之２,9.43,都市：其他:第三種商業區,,,1100806,土地1建物1車位0,十一層,015,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1041002,85.57,2,1,1,有,有,4700000,54926,,0.0,0,含傢俱設備費；,RPQOMLMKQHGGFEE08DA,52.43,4.86,0.0,有,017
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠梓路２６９巷２７號十七樓,14.61,都市：其他:第四種住宅區,,,1100610,土地1建物1車位1,十七層,023,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090904,164.84,3,2,2,有,有,8700000,54023,坡道平面,32.49,1550000,,RPQSMLSKQHGGFEE09DA,78.35,8.81,0.0,有,
楠梓區,房地(土地+建物),高雄市楠梓區興楠路３５５巷８５號四樓之７,1.82,都市：其他:第三種商業區,,,1100825,土地1建物1車位0,四層,013,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0960604,15.36,1,1,1,有,有,750000,48828,,0.0,0,,RPRRMLQLQHGGFEE98DA,8.29,0.41,0.0,有,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠梓路２６９巷３５號十六樓,10.43,都市：其他:第四種住宅區,,,1100723,土地1建物1車位1,十六層,023,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090904,128.02,2,2,1,有,有,6780000,54747,坡道平面,32.49,1550000,,RPQNMLTLQHGGFEE78DA,56.71,6.33,0.0,有,
楠梓區,房地(土地+建物),高雄市楠梓區楠梓路２６９巷２５號二十一樓,11.13,都市：其他:第四種住宅區,,,1100717,土地1建物1車位0,二十一層,023,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090904,98.71,2,2,1,有,有,6150000,62304,,0.0,0,,RPRNMLTLQHGGFEE88DA,57.58,7.52,0.0,有,
左營區,土地,左東段973地號,6.62,都市：其他:第二種住宅區,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,60423,,0.0,0,,RPSOMLLMQHGGFEE38DA,0.0,0.0,0.0,無,
左營區,土地,左東段972地號,13.22,都市：其他:第二種住宅區,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,60514,,0.0,0,,RPTOMLLMQHGGFEE48DA,0.0,0.0,0.0,無,
楠梓區,房地(土地+建物),高雄市楠梓區大學二十街２３號十五樓,5.71,都市：其他:第三種商業區,,,1100822,土地1建物1車位0,十五層,023,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1070502,83.65,2,2,1,有,有,4380000,52361,,0.0,0,,RPUQMLLMQHGGFEE78DA,46.31,5.56,0.0,有,018
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠梓路２６９巷５１號二十三樓,14.61,都市：其他:第四種住宅區,,,1100721,土地1建物1車位1,二十三層,023,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090904,163.86,3,2,2,有,有,8750000,54807,坡道平面,32.49,1550000,,RPWRMLLMQHGGFEE09DA,78.35,8.21,0.0,有,
楠梓區,房地(土地+建物),高雄市楠梓區青農路５７巷３９號四樓之１,28.0,都市：其他:第三種住宅區。,,,1100731,土地1建物1車位0,四層,005,公寓(5樓含以下無電梯),,鋼筋混凝土造,0710227,104.74000000000001,3,2,2,有,無,2650000,25301,,0.0,0,,RPUNMLMJRHGGFEE38DA,82.46,16.52,0.0,無,
左營區,房地(土地+建物)+車位,高雄市左營區至聖路１８５號六樓,16.28,都市：其他:第二種特定商業專用區,,,1100804,土地1建物1車位1,六層,014,住宅大樓(11層含以上有電梯),住家用,見使用執照,0900920,134.07,3,2,2,有,有,9700000,72350,坡道平面,23.78,0,含傢俱設備費；,RPPNMLOJRHGGFEE08DA,65.98,11.88,0.0,有,
左營區,房地(土地+建物),高雄市左營區立道路２１號八樓,3.73,都市：其他:第四種商業區,,,1100830,土地1建物1車位0,八層,010,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830115,33.269999999999996,1,1,1,有,有,2200000,66126,,0.0,0,,RPRNMLOJRHGGFEE28DA,19.95,4.87,0.0,有,019
左營區,土地,左西段1809-1地號,137.0,都市：其他:道路用地,,,1100825,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,8759,,0.0,0,包含公共設施保留地用地；,RPPOMLQJRHGGFEE38DA,0.0,0.0,0.0,無,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區裕昌街１５９號十三樓,13.23,都市：其他:第四種商業區,,,1100807,土地1建物1車位1,十三層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030423,138.42000000000002,3,2,2,有,有,6980000,50426,坡道平面,18.99,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLSJRHGGFEE09DA,71.28,8.58,0.0,有,020
楠梓區,房地(土地+建物),高雄市楠梓區大學六十街９８巷２５號,62.92,,,,1100819,土地2建物1車位0,全,004,透天厝,集合住宅,鋼筋混凝土,1091113,171.08,4,2,4,有,無,15380000,89899,,0.0,0,,RPVOMLSJRHGGFEE56DA,168.85,2.23,0.0,無,
楠梓區,房地(土地+建物),高雄市楠梓區大學六十街９８巷５號,62.64,,,,1100804,土地2建物1車位0,全,004,透天厝,集合住宅,鋼筋混凝土,1091113,171.08,4,2,4,有,無,16580000,96914,,0.0,0,,RPWOMLSJRHGGFEE66DA,168.85,2.23,0.0,無,
燕巢區,房地(土地+建物),高雄市燕巢區中華路１６７號,133.05,都市：其他:住宅區,,,1100812,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土,1020618,375.7,3,2,3,有,無,15000000,39925,,0.0,0,,RPVNMLNKQHGGFFE68DA,187.85,187.85,0.0,無,
岡山區,房地(土地+建物)+車位,高雄市岡山區柳橋東路１７號十二樓之１,36.63,都市：其他:住宅區,,,1100718,土地1建物1車位1,十二層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,185.39,3,2,2,有,有,8200000,44231,坡道平面,0.0,0,,RPXNMLKLQHGGFFE68DA,102.99,13.49,0.0,有,021
燕巢區,土地,燕西段1098-6地號,523.17,都市：其他:住宅區,,,1100419,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,25110000,47996,,0.0,0,,RPTOMLLJRHGGFFE38DA,0.0,0.0,0.0,無,
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路１０６０號十五樓,18.73,都市：其他:第六種住宅區,,,1100725,土地1建物1車位1,十五層,015,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080322,146.8,3,2,2,有,有,8320000,56676,坡道平面,16.29,0,含傢俱設備費；,RPUNMLMJRHGGFFE48DA,71.5,12.02,0.0,有,022
岡山區,房地(土地+建物)+車位,高雄市岡山區埔路１７７巷２６號五樓之５,27.59,,鄉村區,乙種建築用地,1090613,土地1建物1車位1,五層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,95.55,3,2,2,有,有,5650000,55707,一樓平面,14.77,1150000,,RPSNMLNJRHGGFFE38DA,53.93,5.22,0.0,有,
岡山區,房地(土地+建物),高雄市岡山區埔路１７７巷２６號二樓之６,16.36,,鄉村區,乙種建築用地,1081113,土地1建物1車位0,二層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,55.4,2,2,1,有,有,3000000,54152,,0.0,0,,RPTNMLNJRHGGFFE48DA,36.44,3.88,0.0,有,
岡山區,房地(土地+建物),高雄市岡山區埔路１７７巷２６號三樓之６,16.36,,鄉村區,乙種建築用地,1081110,土地1建物1車位0,三層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,55.4,2,2,1,有,有,3100000,55957,,0.0,0,,RPWNMLNJRHGGFFE78DA,36.44,3.88,0.0,有,
岡山區,房地(土地+建物),高雄市岡山區埔路１７７巷２６號五樓之６,16.36,,鄉村區,乙種建築用地,1091225,土地1建物1車位0,五層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,55.4,2,2,1,有,有,3100000,55957,,0.0,0,,RPQOMLNJRHGGFFE28DA,36.44,3.88,0.0,有,
岡山區,房地(土地+建物),高雄市岡山區埔路１７７巷２６號二樓之７,16.36,,鄉村區,乙種建築用地,1081201,土地1建物1車位0,二層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,55.4,2,2,1,有,有,3000000,54152,,0.0,0,,RPROMLNJRHGGFFE38DA,36.44,3.88,0.0,有,
岡山區,房地(土地+建物),高雄市岡山區埔路１７７巷２６號四樓之２,16.36,,鄉村區,乙種建築用地,1081201,土地1建物1車位0,四層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,55.4,2,2,1,有,有,3000000,54152,,0.0,0,,RPSOMLNJRHGGFFE48DA,36.44,3.88,0.0,有,
岡山區,房地(土地+建物)+車位,高雄市岡山區埔路１７７巷２６號三樓之７,20.57,,鄉村區,乙種建築用地,1081109,土地1建物1車位1,三層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,70.17,2,2,1,有,有,4300000,57762,一樓平面,14.77,1100000,,RPTOMLNJRHGGFFE58DA,36.44,3.88,0.0,有,
岡山區,房地(土地+建物)+車位,高雄市岡山區埔路１７７巷２６號五樓之７,22.61,,鄉村區,乙種建築用地,1090314,土地1建物1車位1,五層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,76.8,2,2,1,有,有,4400000,55957,一樓平面,21.4,1300000,,RPVOMLNJRHGGFFE78DA,36.44,3.88,0.0,有,
岡山區,房地(土地+建物),高雄市岡山區埔路１７７巷２６號二樓之８,22.26,,鄉村區,乙種建築用地,1090718,土地1建物1車位0,二層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,76.97999999999999,3,2,2,有,有,4200000,54560,,0.0,0,,RPWOMLNJRHGGFFE88DA,52.09,4.28,0.0,有,
岡山區,房地(土地+建物)+車位,高雄市岡山區埔路１７７巷２６號三樓之８,26.26,,鄉村區,乙種建築用地,1100730,土地1建物1車位1,三層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,90.64,3,2,2,有,有,5550000,56508,一樓平面,13.66,1200000,,RPXOMLNJRHGGFFE98DA,52.09,4.28,0.0,有,
岡山區,房地(土地+建物),高雄市岡山區埔路１７７巷２６號五樓之８,22.26,,鄉村區,乙種建築用地,1090307,土地1建物1車位0,五層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,76.97999999999999,3,2,2,有,有,4400000,57158,,0.0,0,,RPOPMLNJRHGGFFE18DA,52.09,4.28,0.0,有,
岡山區,房地(土地+建物)+車位,高雄市岡山區埔路１７７巷２６號,22.89,,鄉村區,乙種建築用地,1090425,土地1建物1車位1,一層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,81.64,3,2,2,有,有,5550000,65799,一樓平面,14.77,1150000,,RPPPMLNJRHGGFFE28DA,54.0,0.0,0.0,有,
岡山區,房地(土地+建物)+車位,高雄市岡山區埔路１７７巷２６號二樓,26.47,,鄉村區,乙種建築用地,1090320,土地1建物1車位1,二層,005,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100623,91.66,3,2,2,有,有,5350000,54623,一樓平面,14.77,1150000,,RPRPMLNJRHGGFFE48DA,52.01,4.28,0.0,有,
